Date,USGB10,US_SP500,Inflation
1980-05-27,9.96,111.4,
1980-05-28,10.1,112.06,
1980-05-29,10.24,110.27,
1980-05-30,10.25,111.24,
1980-06-02,10.31,110.76,
1980-06-03,10.16,110.51,
1980-06-04,10.07,112.61,
1980-06-05,10.02,112.78,
1980-06-06,9.81,113.2,
1980-06-09,9.73,113.71,
1980-06-10,9.83,114.66,
1980-06-11,9.7,116.02,
1980-06-12,9.53,115.52,
1980-06-13,9.51,115.81,
1980-06-16,9.47,116.09,
1980-06-17,9.49,116.03,
1980-06-18,9.56,116.26,
1980-06-19,9.56,114.66,
1980-06-20,9.49,114.06,
1980-06-23,9.63,114.51,
1980-06-24,9.68,115.14,
1980-06-25,9.79,116.72,
1980-06-26,9.87,116.19,
1980-06-27,10.04,116.0,
1980-06-30,10.09,114.24,
1980-07-01,10.13,114.93,
1980-07-02,10.19,115.68,
1980-07-03,10.01,117.46,
1980-07-07,10.2,118.29,
1980-07-08,10.09,117.84,
1980-07-09,10.14,117.98,
1980-07-10,10.21,116.95,
1980-07-11,10.28,117.84,
1980-07-14,10.33,120.01,
1980-07-15,10.17,119.3,
1980-07-16,10.07,119.63,
1980-07-17,10.21,121.44,
1980-07-18,10.2,122.04,
1980-07-21,10.13,122.51,
1980-07-22,10.18,122.19,
1980-07-23,10.12,121.93,
1980-07-24,10.24,121.79,
1980-07-25,10.35,120.78,
1980-07-28,10.46,121.43,
1980-07-29,10.45,122.4,
1980-07-30,10.53,122.23,
1980-07-31,10.76,121.67,
1980-08-01,10.76,121.21,
1980-08-04,10.69,120.98,
1980-08-05,10.7,120.74,
1980-08-06,10.8,121.55,
1980-08-07,10.71,123.3,
1980-08-08,10.87,123.61,
1980-08-11,11.03,124.78,
1980-08-12,10.98,123.79,
1980-08-13,10.89,123.28,
1980-08-14,10.9,125.25,
1980-08-15,10.86,125.72,
1980-08-18,11.13,123.39,
1980-08-19,11.24,122.6,
1980-08-20,11.22,123.77,
1980-08-21,11.3,125.46,
1980-08-22,11.13,126.02,
1980-08-25,11.4,125.16,
1980-08-26,11.42,124.84,
1980-08-27,11.67,123.52,
1980-08-28,11.89,122.08,
1980-08-29,11.55,122.38,
1980-09-02,11.32,123.74,
1980-09-03,11.08,126.12,
1980-09-04,11.16,125.42,
1980-09-05,11.21,124.88,
1980-09-08,11.29,123.31,
1980-09-09,11.19,124.07,
1980-09-10,11.14,124.81,
1980-09-11,11.32,125.66,
1980-09-12,11.37,125.54,
1980-09-15,11.62,125.67,
1980-09-16,11.52,126.74,
1980-09-17,11.57,128.87,
1980-09-18,11.53,128.4,
1980-09-19,11.33,129.25,
1980-09-22,11.69,130.4,
1980-09-23,11.76,129.43,
1980-09-24,11.75,130.37,
1980-09-25,11.91,128.72,
1980-09-26,11.99,126.35,
1980-09-29,12.07,123.54,
1980-09-30,11.86,125.46,
1980-10-01,11.78,127.13,
1980-10-02,11.83,128.09,
1980-10-03,11.4,129.33,
1980-10-06,11.35,131.73,
1980-10-07,11.43,131.0,
1980-10-08,11.51,131.65,
1980-10-09,11.39,131.04,
1980-10-10,11.44,130.29,
1980-10-14,11.37,132.02,
1980-10-15,11.29,133.7,
1980-10-16,11.47,132.22,
1980-10-17,11.62,131.52,
1980-10-20,11.64,132.61,
1980-10-21,11.7,131.84,
1980-10-22,11.88,131.92,
1980-10-23,11.82,129.53,
1980-10-24,11.74,129.85,
1980-10-27,12.13,127.88,
1980-10-28,12.32,128.05,
1980-10-29,12.48,127.91,
1980-10-30,12.48,126.29,
1980-10-31,12.46,127.47,
1980-11-03,12.46,129.04,
1980-11-05,12.61,131.33,
1980-11-06,13.04,128.91,
1980-11-07,12.66,129.18,
1980-11-10,12.78,129.48,
1980-11-12,12.47,134.59,
1980-11-13,12.49,136.49,
1980-11-14,12.79,137.15,
1980-11-17,12.95,137.75,
1980-11-18,12.62,139.7,
1980-11-19,12.51,139.06,
1980-11-20,12.59,140.4,
1980-11-21,12.8,139.11,
1980-11-24,12.76,138.31,
1980-11-25,12.74,139.33,
1980-11-26,12.65,140.17,
1980-11-28,12.72,140.52,
1980-12-01,12.92,137.21,
1980-12-02,12.95,136.97,
1980-12-03,12.92,136.71,
1980-12-04,12.91,136.48,
1980-12-05,12.85,134.03,
1980-12-08,12.91,130.61,
1980-12-09,13.1,130.48,
1980-12-10,13.15,128.26,
1980-12-11,13.57,127.36,
1980-12-12,13.21,129.23,
1980-12-15,13.25,129.45,
1980-12-16,13.51,130.6,
1980-12-17,13.28,132.89,
1980-12-18,13.22,133.0,
1980-12-19,12.64,133.7,
1980-12-22,12.14,135.78,
1980-12-23,12.35,135.3,
1980-12-24,12.42,135.88,
1980-12-26,12.25,136.57,
1980-12-29,12.2,135.03,
1980-12-30,12.39,135.33,
1980-12-31,12.43,135.76,
1981-01-02,12.42,136.34,
1981-01-05,12.15,137.97,
1981-01-06,12.11,138.12,
1981-01-07,12.38,135.08,
1981-01-08,12.35,133.06,
1981-01-09,12.57,133.48,
1981-01-12,12.45,133.52,
1981-01-13,12.53,133.29,
1981-01-14,12.53,133.47,
1981-01-15,12.62,134.22,
1981-01-16,12.53,134.77,
1981-01-19,12.64,134.37,
1981-01-20,12.5,131.65,
1981-01-21,12.77,131.36,
1981-01-22,12.87,130.26,
1981-01-23,12.84,130.23,
1981-01-26,12.7,129.84,
1981-01-27,12.73,131.12,
1981-01-28,12.77,130.34,
1981-01-29,12.8,130.24,
1981-01-30,12.68,129.55,
1981-02-02,12.86,126.91,
1981-02-03,12.98,128.46,
1981-02-04,12.86,128.59,
1981-02-05,12.95,129.63,
1981-02-06,13.09,130.6,
1981-02-09,13.21,129.27,
1981-02-10,13.27,129.24,
1981-02-11,13.42,128.24,
1981-02-13,13.65,126.98,
1981-02-17,13.33,127.81,
1981-02-18,13.3,128.48,
1981-02-19,13.09,126.61,
1981-02-20,12.9,126.58,
1981-02-23,13.19,127.35,
1981-02-24,13.21,127.39,
1981-02-25,13.29,128.52,
1981-02-26,13.47,130.1,
1981-02-27,13.43,131.27,
1981-03-02,13.62,132.01,
1981-03-03,13.43,130.56,
1981-03-04,13.45,130.86,
1981-03-05,13.43,129.93,
1981-03-06,13.2,129.85,
1981-03-09,13.09,131.12,
1981-03-10,13.08,130.46,
1981-03-11,13.12,129.95,
1981-03-12,13.03,133.19,
1981-03-13,12.86,133.11,
1981-03-16,12.85,134.68,
1981-03-17,12.68,133.92,
1981-03-18,12.58,134.22,
1981-03-19,12.67,133.46,
1981-03-20,12.77,134.08,
1981-03-23,13.13,135.69,
1981-03-24,13.3,134.67,
1981-03-25,13.21,137.11,
1981-03-26,13.34,136.27,
1981-03-27,13.36,134.65,
1981-03-30,13.22,134.28,
1981-03-31,13.13,136.0,
1981-04-01,13.14,136.57,
1981-04-02,13.25,136.32,
1981-04-03,13.4,135.49,
1981-04-06,13.74,133.93,
1981-04-07,13.41,133.91,
1981-04-08,13.61,134.31,
1981-04-09,13.45,134.67,
1981-04-10,13.59,134.51,
1981-04-13,13.68,133.15,
1981-04-14,13.58,132.68,
1981-04-15,13.74,134.17,
1981-04-16,13.79,134.7,
1981-04-20,13.69,135.45,
1981-04-21,13.73,134.23,
1981-04-22,13.78,134.14,
1981-04-23,13.8,133.94,
1981-04-24,13.88,135.14,
1981-04-27,13.92,135.48,
1981-04-28,13.93,134.33,
1981-04-29,14.05,133.05,
1981-04-30,14.11,132.81,
1981-05-01,14.05,132.72,
1981-05-04,14.47,130.67,
1981-05-05,14.69,130.32,
1981-05-06,14.56,130.78,
1981-05-07,14.33,131.67,
1981-05-08,14.23,131.66,
1981-05-11,14.34,129.71,
1981-05-12,14.46,130.72,
1981-05-13,14.49,130.55,
1981-05-14,14.24,131.28,
1981-05-15,14.07,132.17,
1981-05-18,13.8,132.54,
1981-05-19,13.95,132.09,
1981-05-20,14.0,132.0,
1981-05-21,14.05,131.75,
1981-05-22,13.82,131.33,
1981-05-26,13.67,132.77,
1981-05-27,13.71,133.77,
1981-05-28,13.56,133.45,
1981-05-29,13.5,132.59,
1981-06-01,13.46,132.41,
1981-06-02,13.58,130.62,
1981-06-03,13.55,130.71,
1981-06-04,13.51,130.96,
1981-06-05,13.56,132.22,
1981-06-08,13.36,132.24,
1981-06-09,13.37,131.97,
1981-06-10,13.31,132.32,
1981-06-11,13.32,133.75,
1981-06-12,13.35,133.49,
1981-06-15,13.09,133.61,
1981-06-16,13.08,132.15,
1981-06-17,13.23,133.32,
1981-06-18,13.57,131.64,
1981-06-19,13.46,132.27,
1981-06-22,13.44,131.95,
1981-06-23,13.56,133.35,
1981-06-24,13.66,132.66,
1981-06-25,13.7,132.81,
1981-06-26,13.69,132.56,
1981-06-29,13.68,131.89,
1981-06-30,13.86,131.21,
1981-07-01,14.04,129.77,
1981-07-02,13.95,128.64,
1981-07-06,13.81,127.37,
1981-07-07,14.04,128.24,
1981-07-08,14.11,128.32,
1981-07-09,14.12,129.3,
1981-07-10,13.94,129.37,
1981-07-13,13.99,129.64,
1981-07-14,14.15,129.65,
1981-07-15,14.07,130.23,
1981-07-16,14.11,130.34,
1981-07-17,14.09,130.76,
1981-07-20,14.59,128.72,
1981-07-21,14.61,128.34,
1981-07-22,14.63,127.13,
1981-07-23,14.57,127.4,
1981-07-24,14.41,128.46,
1981-07-27,14.43,129.9,
1981-07-28,14.53,129.14,
1981-07-29,14.61,129.16,
1981-07-30,14.71,130.01,
1981-07-31,14.67,130.92,
1981-08-03,14.95,130.48,
1981-08-04,14.95,131.18,
1981-08-05,14.91,132.67,
1981-08-06,14.86,132.64,
1981-08-07,14.83,131.75,
1981-08-10,14.65,132.54,
1981-08-11,14.4,133.85,
1981-08-12,14.61,133.4,
1981-08-13,14.65,133.51,
1981-08-14,14.74,132.49,
1981-08-17,14.71,131.22,
1981-08-18,14.79,130.11,
1981-08-19,14.77,130.49,
1981-08-20,14.89,130.69,
1981-08-21,14.97,129.23,
1981-08-24,15.32,125.5,
1981-08-25,15.35,125.13,
1981-08-26,15.31,124.96,
1981-08-27,15.36,123.51,
1981-08-28,15.25,124.08,
1981-08-31,15.41,122.79,
1981-09-01,15.41,123.02,
1981-09-02,15.4,123.49,
1981-09-03,15.48,121.24,
1981-09-04,15.51,120.07,
1981-09-08,15.59,117.98,
1981-09-09,15.53,118.4,
1981-09-10,15.3,120.14,
1981-09-11,15.05,121.61,
1981-09-14,15.2,120.66,
1981-09-15,15.08,119.77,
1981-09-16,15.11,118.87,
1981-09-17,14.95,117.15,
1981-09-18,14.91,116.26,
1981-09-21,14.78,117.24,
1981-09-22,15.03,116.68,
1981-09-23,15.23,115.65,
1981-09-24,15.31,115.01,
1981-09-25,15.68,112.77,
1981-09-28,15.65,115.53,
1981-09-29,15.76,115.94,
1981-09-30,15.84,116.18,
1981-10-01,15.75,117.08,
1981-10-02,15.41,119.36,
1981-10-05,15.19,119.51,
1981-10-06,15.14,119.39,
1981-10-07,15.04,121.31,
1981-10-08,15.0,122.31,
1981-10-09,14.73,121.45,
1981-10-13,14.83,120.78,
1981-10-14,14.87,118.8,
1981-10-15,14.88,119.71,
1981-10-16,14.94,119.19,
1981-10-19,14.95,118.98,
1981-10-20,15.09,120.28,
1981-10-21,15.34,120.1,
1981-10-22,15.38,119.64,
1981-10-23,15.3,118.6,
1981-10-26,15.6,118.16,
1981-10-27,15.54,119.29,
1981-10-28,15.44,119.45,
1981-10-29,15.06,119.06,
1981-10-30,14.63,121.89,
1981-11-02,14.57,124.2,
1981-11-04,14.18,124.74,
1981-11-05,14.19,123.54,
1981-11-06,13.94,122.67,
1981-11-09,13.39,123.29,
1981-11-10,13.4,122.7,
1981-11-12,13.19,123.19,
1981-11-13,13.18,121.67,
1981-11-16,13.07,120.24,
1981-11-17,13.18,121.15,
1981-11-18,13.0,120.26,
1981-11-19,13.04,120.71,
1981-11-20,13.14,121.71,
1981-11-23,13.44,121.6,
1981-11-24,13.13,123.51,
1981-11-25,12.98,124.05,
1981-11-27,12.92,125.09,
1981-11-30,13.13,126.35,
1981-12-01,13.37,126.1,
1981-12-02,13.49,124.69,
1981-12-03,13.45,125.12,
1981-12-04,13.15,126.26,
1981-12-07,13.5,125.19,
1981-12-08,13.5,124.82,
1981-12-09,13.64,125.48,
1981-12-10,13.8,125.71,
1981-12-11,13.84,124.93,
1981-12-14,13.62,122.78,
1981-12-15,13.55,122.99,
1981-12-16,13.53,122.42,
1981-12-17,13.71,123.12,
1981-12-18,13.51,124.0,
1981-12-21,13.83,123.34,
1981-12-22,14.02,122.88,
1981-12-23,14.14,122.31,
1981-12-24,14.01,122.54,
1981-12-28,14.01,122.27,
1981-12-29,14.12,121.67,
1981-12-30,14.17,122.3,
1981-12-31,13.98,122.55,
1982-01-04,14.19,122.74,
1982-01-05,14.44,120.05,
1982-01-06,14.59,119.18,
1982-01-07,14.63,118.93,
1982-01-08,14.48,119.55,
1982-01-11,14.81,116.78,
1982-01-12,14.62,116.3,
1982-01-13,14.83,114.88,
1982-01-14,14.7,115.54,
1982-01-15,14.82,116.33,
1982-01-18,14.75,117.22,
1982-01-19,14.8,115.97,
1982-01-20,14.81,115.27,
1982-01-21,14.62,115.75,
1982-01-22,14.69,115.38,
1982-01-25,14.62,115.41,
1982-01-26,14.54,115.19,
1982-01-27,14.51,115.74,
1982-01-28,14.29,118.92,
1982-01-29,14.14,120.4,
1982-02-01,14.58,117.78,
1982-02-02,14.47,118.01,
1982-02-03,14.69,116.48,
1982-02-04,14.76,116.42,
1982-02-05,14.65,117.26,
1982-02-08,14.88,114.63,
1982-02-09,14.95,113.68,
1982-02-10,14.81,114.66,
1982-02-11,14.71,114.43,
1982-02-16,14.53,114.06,
1982-02-17,14.5,113.69,
1982-02-18,14.28,113.82,
1982-02-19,14.24,113.22,
1982-02-22,13.87,111.59,
1982-02-23,13.93,111.51,
1982-02-24,13.87,113.47,
1982-02-25,13.91,113.21,
1982-02-26,14.03,113.11,
1982-03-01,13.85,113.31,
1982-03-02,13.74,112.68,
1982-03-03,13.69,110.92,
1982-03-04,13.61,109.88,
1982-03-05,13.59,109.34,
1982-03-08,13.67,107.34,
1982-03-09,13.69,108.83,
1982-03-10,13.73,109.41,
1982-03-11,13.95,109.36,
1982-03-12,13.97,108.61,
1982-03-15,13.96,109.45,
1982-03-16,13.91,109.28,
1982-03-17,13.88,109.08,
1982-03-18,13.87,110.3,
1982-03-19,13.89,110.61,
1982-03-22,13.74,112.77,
1982-03-23,13.72,113.55,
1982-03-24,13.91,112.97,
1982-03-25,13.9,113.21,
1982-03-26,14.01,111.94,
1982-03-29,14.16,112.3,
1982-03-30,14.19,112.27,
1982-03-31,14.18,111.96,
1982-04-01,14.1,113.79,
1982-04-02,14.1,115.12,
1982-04-05,14.16,114.73,
1982-04-06,14.18,115.36,
1982-04-07,14.18,115.46,
1982-04-08,13.98,116.22,
1982-04-12,13.83,116.0,
1982-04-13,13.83,115.99,
1982-04-14,13.95,115.83,
1982-04-15,13.91,116.35,
1982-04-16,13.71,116.81,
1982-04-19,13.66,116.7,
1982-04-20,13.72,115.44,
1982-04-21,13.69,115.72,
1982-04-22,13.71,117.19,
1982-04-23,13.69,118.64,
1982-04-26,13.7,119.26,
1982-04-27,13.7,118.0,
1982-04-28,13.77,117.26,
1982-04-29,13.87,116.14,
1982-04-30,13.87,116.44,
1982-05-03,13.95,116.82,
1982-05-04,13.87,117.46,
1982-05-05,13.8,117.67,
1982-05-06,13.54,118.68,
1982-05-07,13.48,119.47,
1982-05-10,13.49,118.38,
1982-05-11,13.46,119.42,
1982-05-12,13.59,119.17,
1982-05-13,13.62,118.22,
1982-05-14,13.48,118.01,
1982-05-17,13.57,116.71,
1982-05-18,13.6,115.84,
1982-05-19,13.64,114.89,
1982-05-20,13.53,114.59,
1982-05-21,13.52,114.89,
1982-05-24,13.58,114.79,
1982-05-25,13.62,114.4,
1982-05-26,13.68,113.11,
1982-05-27,13.72,112.66,
1982-05-28,13.71,111.88,
1982-06-01,13.93,111.68,
1982-06-02,13.86,112.04,
1982-06-03,13.9,111.86,
1982-06-04,13.98,110.09,
1982-06-07,13.94,110.12,
1982-06-08,13.98,109.63,
1982-06-09,13.99,108.99,
1982-06-10,14.02,109.61,
1982-06-11,13.93,111.24,
1982-06-14,14.21,109.96,
1982-06-15,14.21,109.69,
1982-06-16,14.26,108.87,
1982-06-17,14.48,107.6,
1982-06-18,14.62,107.28,
1982-06-21,14.63,107.2,
1982-06-22,14.66,108.3,
1982-06-23,14.74,110.14,
1982-06-24,14.71,109.83,
1982-06-25,14.76,109.14,
1982-06-28,14.73,110.26,
1982-06-29,14.61,110.21,
1982-06-30,14.44,109.61,
1982-07-01,14.4,108.71,
1982-07-02,14.5,107.65,
1982-07-06,14.48,107.29,
1982-07-07,14.49,107.22,
1982-07-08,14.19,107.53,
1982-07-09,14.03,108.83,
1982-07-12,13.87,109.57,
1982-07-13,14.02,109.45,
1982-07-14,14.1,110.44,
1982-07-15,13.96,110.47,
1982-07-16,13.7,111.07,
1982-07-19,13.68,110.73,
1982-07-20,13.53,111.54,
1982-07-21,13.6,111.42,
1982-07-22,13.51,111.48,
1982-07-23,13.56,111.17,
1982-07-26,13.91,110.36,
1982-07-27,13.86,109.43,
1982-07-28,13.97,107.74,
1982-07-29,13.83,107.72,
1982-07-30,13.68,107.09,
1982-08-02,13.41,108.98,
1982-08-03,13.51,107.83,
1982-08-04,13.68,106.14,
1982-08-05,13.7,105.16,
1982-08-06,13.85,103.71,
1982-08-09,13.7,103.08,
1982-08-10,13.69,102.84,
1982-08-11,13.71,102.6,
1982-08-12,13.55,102.42,
1982-08-13,13.2,103.85,
1982-08-16,13.09,104.09,
1982-08-17,12.65,109.04,
1982-08-18,12.57,108.54,
1982-08-19,12.47,109.16,
1982-08-20,12.24,113.02,
1982-08-23,12.47,116.11,
1982-08-24,12.35,115.35,
1982-08-25,12.43,117.58,
1982-08-26,12.55,118.55,
1982-08-27,12.77,117.11,
1982-08-30,12.81,117.66,
1982-08-31,12.81,119.51,
1982-09-01,12.76,118.25,
1982-09-02,12.6,120.29,
1982-09-03,12.47,122.68,
1982-09-07,12.53,121.37,
1982-09-08,12.51,122.2,
1982-09-09,12.53,121.97,
1982-09-10,12.73,120.97,
1982-09-13,12.63,122.24,
1982-09-14,12.56,123.1,
1982-09-15,12.6,124.29,
1982-09-16,12.6,123.77,
1982-09-17,12.51,122.55,
1982-09-20,12.47,122.51,
1982-09-21,12.18,124.88,
1982-09-22,12.04,123.99,
1982-09-23,11.94,123.81,
1982-09-24,12.09,123.32,
1982-09-27,11.99,123.62,
1982-09-28,11.85,123.24,
1982-09-29,11.8,121.63,
1982-09-30,11.73,120.42,
1982-10-01,11.51,121.97,
1982-10-04,11.72,121.51,
1982-10-05,11.69,121.98,
1982-10-06,11.5,125.97,
1982-10-07,10.91,128.8,
1982-10-08,10.83,131.05,
1982-10-12,10.53,134.44,
1982-10-13,10.39,136.71,
1982-10-14,10.61,134.57,
1982-10-15,10.75,133.57,
1982-10-18,10.58,136.73,
1982-10-19,10.56,136.58,
1982-10-20,10.69,139.23,
1982-10-21,10.69,139.06,
1982-10-22,10.81,138.83,
1982-10-25,11.11,133.32,
1982-10-26,10.87,134.48,
1982-10-27,10.9,135.29,
1982-10-28,10.77,133.59,
1982-10-29,10.71,133.72,
1982-11-01,10.56,135.47,
1982-11-03,10.46,142.87,
1982-11-04,10.42,141.85,
1982-11-05,10.48,142.16,
1982-11-08,10.55,140.44,
1982-11-09,10.51,143.02,
1982-11-10,10.48,141.16,
1982-11-12,10.58,139.53,
1982-11-15,10.65,137.03,
1982-11-16,10.67,135.42,
1982-11-17,10.59,137.93,
1982-11-18,10.46,138.34,
1982-11-19,10.42,137.02,
1982-11-22,10.43,134.22,
1982-11-23,10.53,132.93,
1982-11-24,10.59,133.88,
1982-11-26,10.51,134.88,
1982-11-29,10.78,134.2,
1982-11-30,10.79,138.53,
1982-12-01,10.74,138.72,
1982-12-02,10.68,138.82,
1982-12-03,10.47,138.69,
1982-12-06,10.46,141.77,
1982-12-07,10.48,142.72,
1982-12-08,10.62,141.82,
1982-12-09,10.58,140.0,
1982-12-10,10.66,139.57,
1982-12-13,10.61,139.95,
1982-12-14,10.46,137.4,
1982-12-15,10.5,135.24,
1982-12-16,10.59,135.3,
1982-12-17,10.64,137.49,
1982-12-20,10.7,136.25,
1982-12-21,10.54,138.61,
1982-12-22,10.53,138.83,
1982-12-23,10.47,139.72,
1982-12-27,10.44,142.17,
1982-12-28,10.44,140.77,
1982-12-29,10.47,141.24,
1982-12-30,10.44,140.33,
1982-12-31,10.36,140.64,
1983-01-03,10.32,138.34,
1983-01-04,10.37,141.36,
1983-01-05,10.35,141.96,
1983-01-06,10.39,145.27,
1983-01-07,10.36,145.18,
1983-01-10,10.38,146.78,
1983-01-11,10.34,145.78,
1983-01-12,10.32,146.69,
1983-01-13,10.27,145.73,
1983-01-14,10.28,146.65,
1983-01-17,10.28,146.72,
1983-01-18,10.3,146.4,
1983-01-19,10.41,145.27,
1983-01-20,10.43,146.29,
1983-01-21,10.61,143.85,
1983-01-24,10.7,139.97,
1983-01-25,10.62,141.75,
1983-01-26,10.69,141.54,
1983-01-27,10.67,144.27,
1983-01-28,10.71,144.51,
1983-01-31,10.8,145.3,
1983-02-01,10.78,142.96,
1983-02-02,10.88,143.23,
1983-02-03,10.93,144.26,
1983-02-04,10.99,146.14,
1983-02-07,10.96,146.93,
1983-02-08,10.99,145.7,
1983-02-09,11.0,145.0,
1983-02-10,10.83,147.5,
1983-02-11,10.8,147.65,
1983-02-14,10.8,148.93,
1983-02-15,10.84,148.3,
1983-02-16,10.81,147.43,
1983-02-17,10.71,147.44,
1983-02-18,10.6,148.0,
1983-02-22,10.46,145.48,
1983-02-23,10.44,146.79,
1983-02-24,10.42,149.6,
1983-02-25,10.26,149.74,
1983-02-28,10.27,148.06,
1983-03-01,10.22,150.88,
1983-03-02,10.26,152.3,
1983-03-03,10.23,153.48,
1983-03-04,10.27,153.67,
1983-03-07,10.43,153.67,
1983-03-08,10.52,151.26,
1983-03-09,10.48,152.87,
1983-03-10,10.55,151.8,
1983-03-11,10.59,151.24,
1983-03-14,10.48,150.83,
1983-03-15,10.46,151.37,
1983-03-16,10.53,149.81,
1983-03-17,10.56,149.59,
1983-03-18,10.58,149.9,
1983-03-21,10.6,151.19,
1983-03-22,10.62,150.66,
1983-03-23,10.58,152.81,
1983-03-24,10.58,153.37,
1983-03-25,10.64,152.67,
1983-03-28,10.66,151.85,
1983-03-29,10.6,151.59,
1983-03-30,10.59,153.39,
1983-03-31,10.62,152.96,
1983-04-04,10.6,153.02,
1983-04-05,10.49,151.9,
1983-04-06,10.49,151.04,
1983-04-07,10.51,151.76,
1983-04-08,10.51,152.85,
1983-04-11,10.41,155.14,
1983-04-12,10.42,155.82,
1983-04-13,10.39,156.77,
1983-04-14,10.29,158.12,
1983-04-15,10.33,158.75,
1983-04-18,10.29,159.74,
1983-04-19,10.39,158.71,
1983-04-20,10.39,160.71,
1983-04-21,10.43,160.05,
1983-04-22,10.42,160.42,
1983-04-25,10.4,158.81,
1983-04-26,10.37,161.81,
1983-04-27,10.29,161.44,
1983-04-28,10.31,162.95,
1983-04-29,10.27,164.43,
1983-05-02,10.26,162.11,
1983-05-03,10.26,162.34,
1983-05-04,10.12,163.31,
1983-05-05,10.16,164.28,
1983-05-06,10.13,166.1,
1983-05-09,10.25,165.81,
1983-05-10,10.16,165.95,
1983-05-11,10.18,164.96,
1983-05-12,10.23,164.25,
1983-05-13,10.22,164.91,
1983-05-16,10.37,163.4,
1983-05-17,10.41,163.71,
1983-05-18,10.43,163.27,
1983-05-19,10.49,161.99,
1983-05-20,10.54,162.14,
1983-05-23,10.57,163.43,
1983-05-24,10.56,165.54,
1983-05-25,10.58,166.21,
1983-05-26,10.63,165.48,
1983-05-27,10.62,164.46,
1983-05-31,10.81,162.39,
1983-06-01,10.77,162.55,
1983-06-02,10.78,163.98,
1983-06-03,10.79,164.42,
1983-06-06,10.79,164.83,
1983-06-07,10.85,162.77,
1983-06-08,10.92,161.36,
1983-06-09,10.88,161.83,
1983-06-10,10.89,162.68,
1983-06-13,10.75,164.84,
1983-06-14,10.77,165.53,
1983-06-15,10.72,167.12,
1983-06-16,10.64,169.14,
1983-06-17,10.68,169.13,
1983-06-20,10.8,169.02,
1983-06-21,10.79,170.53,
1983-06-22,10.83,170.99,
1983-06-23,10.9,170.57,
1983-06-24,11.02,170.41,
1983-06-27,11.11,168.46,
1983-06-28,11.04,165.68,
1983-06-29,10.99,166.64,
1983-06-30,10.96,167.64,
1983-07-01,10.93,168.64,
1983-07-05,11.21,166.6,
1983-07-06,11.16,168.48,
1983-07-07,11.29,167.56,
1983-07-08,11.33,167.08,
1983-07-11,11.28,168.11,
1983-07-12,11.42,165.53,
1983-07-13,11.4,165.46,
1983-07-14,11.38,166.01,
1983-07-15,11.51,164.29,
1983-07-18,11.41,163.95,
1983-07-19,11.36,164.82,
1983-07-20,11.28,169.29,
1983-07-21,11.32,169.06,
1983-07-22,11.43,168.89,
1983-07-25,11.41,169.53,
1983-07-26,11.49,170.53,
1983-07-27,11.51,167.59,
1983-07-28,11.66,165.04,
1983-07-29,11.76,162.56,
1983-08-01,11.8,162.04,
1983-08-02,11.82,162.01,
1983-08-03,11.92,163.44,
1983-08-04,12.12,161.33,
1983-08-05,12.1,161.74,
1983-08-08,12.2,159.18,
1983-08-09,12.13,160.13,
1983-08-10,12.17,161.54,
1983-08-11,12.04,161.54,
1983-08-12,11.96,162.16,
1983-08-15,11.76,163.7,
1983-08-16,11.71,163.41,
1983-08-17,11.65,165.29,
1983-08-18,11.7,163.55,
1983-08-19,11.72,163.98,
1983-08-22,11.54,164.34,
1983-08-23,11.57,162.77,
1983-08-24,11.54,161.25,
1983-08-25,11.62,160.84,
1983-08-26,11.65,162.14,
1983-08-29,11.86,162.25,
1983-08-30,11.9,162.58,
1983-08-31,11.98,164.4,
1983-09-01,11.97,164.23,
1983-09-02,12.01,165.0,
1983-09-06,11.85,167.89,
1983-09-07,11.7,167.96,
1983-09-08,11.77,167.77,
1983-09-09,11.73,166.92,
1983-09-12,11.56,165.48,
1983-09-13,11.63,164.8,
1983-09-14,11.76,165.35,
1983-09-15,11.82,164.38,
1983-09-16,11.68,166.25,
1983-09-19,11.66,167.62,
1983-09-20,11.57,169.24,
1983-09-21,11.64,168.41,
1983-09-22,11.6,169.76,
1983-09-23,11.49,169.51,
1983-09-26,11.41,170.07,
1983-09-27,11.45,168.43,
1983-09-28,11.49,168.0,
1983-09-29,11.5,167.23,
1983-09-30,11.44,166.07,
1983-10-03,11.47,165.81,
1983-10-04,11.46,166.27,
1983-10-05,11.35,167.74,
1983-10-06,11.31,170.28,
1983-10-07,11.33,170.8,
1983-10-11,11.57,170.34,
1983-10-12,11.59,169.62,
1983-10-13,11.65,169.87,
1983-10-14,11.58,169.86,
1983-10-17,11.47,170.43,
1983-10-18,11.49,167.81,
1983-10-19,11.49,166.73,
1983-10-20,11.47,166.98,
1983-10-21,11.43,165.95,
1983-10-24,11.66,165.99,
1983-10-25,11.7,166.47,
1983-10-26,11.72,165.38,
1983-10-27,11.66,164.84,
1983-10-28,11.68,163.37,
1983-10-31,11.74,163.55,
1983-11-01,11.69,163.66,
1983-11-02,11.7,164.84,
1983-11-03,11.75,163.45,
1983-11-04,11.85,162.44,
1983-11-07,11.85,161.91,
1983-11-09,11.84,163.97,
1983-11-10,11.71,164.41,
1983-11-14,11.68,166.58,
1983-11-15,11.7,165.36,
1983-11-16,11.7,166.08,
1983-11-17,11.72,166.13,
1983-11-18,11.72,165.09,
1983-11-21,11.65,166.05,
1983-11-22,11.57,166.84,
1983-11-23,11.59,166.96,
